,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
289,1259,282.199286054067,,,,,,,,,,,,,
290,1251,282.41311047504325,,,,,,,,,,,,,
291,1249,,,-0.49,,,,,,,,,,,
292,1234,,,-0.96,,,,,,,,,,,
293,1220,,,-1.44,,,,,,,,,,,
294,1210,283.68828915610504,,,,,,,,,,,,,
295,1205,,,-0.91,,,,,,,,,,,
296,1199,284.54004420226613,,,,,,,,,,,,,
297,1191,,,-0.1,,,,,,,,,,,
298,1177,,,-0.16,,,,,,,,,,,
299,1165,283.9659747066713,,,,,,,,,,,,,
300,1164,,,0.32,,,,,,,,,,,
301,1151,,,0.03,,,,,,,,,,,
302,1146,284.510584449478,,,,,,,,,,,,,
303,1137,,,0.56,,,,,,,,,,,
304,1125,,,0.94,,,,,,,,,,,
305,1115,282.8416314024614,,,,,,,,,,,,,
306,1112,,,1.17,,,,,,,,,,,
307,1100,,,1.5,,,,,,,,,,,
308,1099,283.0944582572788,,,,,,,,,,,,,
309,1088,,,-1.03,,,,,,,,,,,
310,1074,,,0.59,,,,,,,,,,,
311,1070,282.8444160166049,,,,,,,,,,,,,
312,1060,,,-1.41,,,,,,,,,,,
313,1049,280.9667443357615,,,,,,,,,,,,,
314,1046,,,0.92,,,,,,,,,,,
315,1040,280.9161701585891,,,,,,,,,,,,,
316,1032,,,-1.03,,,,,,,,,,,
317,1019,280.06452973881244,,,,,,,,,,,,,
318,1018,,,-0.67,,,,,,,,,,,
319,1017,279.7987034131486,,,,,,,,,,,,,
320,1003,,,-0.55,,,,,,,,,,,
321,988,,,-0.75,,,,,,,,,,,
322,982,278.7402401551619,,,,,,,,,,,,,
323,974,,,0.38,,,,,,,,,,,
324,959,,,-0.4,,,,,,,,,,,
325,957,277.4071684030988,,,,,,,,,,,,,
326,945,,,-0.44,,,,,,,,,,,
327,931,,,-0.95,,,,,,,,,,,
328,917,,,0.14,,,,,,,,,,,
329,914,280.10552589040225,,,,,,,,,,,,,
330,903,,,0.99,,,,,,,,,,,
331,889,,,0.36,,,,,,,,,,,
332,875,279.42044060983585,,-0.75,,,,,,,,,,,
333,860,,,-0.8,,,,,,,,,,,
334,846,,,0.72,,,,,,,,,,,
335,831,,,-0.54,,,,,,,,,,,
336,822,278.62300321449914,,,,,,,,,,,,,
337,817,,,1.55,,,,,,,,,,,
338,803,,,-0.9,,,,,,,,,,,
339,793,279.72469920818,,,,,,,,,,,,,
340,789,,,-0.34,,,,,,,,,,,
341,775,,,0.93,,,,,,,,,,,
342,762,279.29371083930937,,,,,,,,,,,,,
343,761,,,1.03,,,,,,,,,,,
344,748,,,0.88,,,,,,,,,,,
345,734,,,-0.54,,,,,,,,,,,
346,730,279.9902637416671,,,,,,,,,,,,,
347,720,,,0.58,,,,,,,,,,,
348,706,,,0.37,,,,,,,,,,,
349,701,277.098940914164,,,,,,,,,,,,,
350,691,,,0.27,,,,,,,,,,,
351,677,,,-0.16,,,,,,,,,,,
352,669,278.45496800258206,,,,,,,,,,,,,
353,663,,,-0.3,,,,,,,,,,,
354,648,,,1.23,,,,,,,,,,,
355,636,279.58805021854124,,,,,,,,,,,,,
356,634,,,0.22,,,,,,,,,,,
357,619,,,0.89,,,,,,,,,,,
358,614,277.86971612986054,,,,,,,,,,,,,
359,605,,,-0.17,,,,,,,,,,,
360,591,,,1.55,,,,,,,,,,,
361,582,276.19603745957005,,,,,,,,,,,,,
362,577,,,0.89,,,,,,,,,,,
363,563,,,-0.17,,,,,,,,,,,
364,557,278.4608975547629,,,,,,,,,,,,,
365,551,276.5590465243607,,,,,,,,,,,,,
366,549,,,-0.02,,,,,,,,,,,
367,534,,,-0.48,,,,,,,,,,,
368,518,,,-0.7,,,,,,,,,,,
369,517,276.78951906858396,,,,,,,,,,,,,
370,502,,,-0.45,,,,,,,,,,,
371,488,277.1056915049757,,,,,,,,,,,,,
372,486,,,1.04,,,,,,,,,,,
373,471,,,-0.93,,,,,,,,,,,
374,455,,,-0.32,,,,,,,,,,,
375,440,,,-0.54,,,,,,,,,,,
376,436,279.9999146746923,,,,,,,,,,,,,
377,424,,,-0.27,,,,,,,,,,,
378,409,,,0.9,,,,,,,,,,,
379,406,279.12520908544417,,,,,,,,,,,,,
380,393,,,-0.92,,,,,,,,,,,
381,384,277.24691789826335,,,,,,,,,,,,,
382,378,,,0.04,,,,,,,,,,,
383,361,,,0.24,,,,,,,,,,,
384,357,277.79537780888165,,,,,,,,,,,,,
385,345,,,-1.15,,,,,,,,,,,
386,329,,,-0.84,,,,,,,,,,,
387,317,281.692138914424,,,,,,,,,,,,,
388,312,,,0.73,,,,,,,,,,,
389,295,280.9089598541969,,-1.24,,,,,,,,,,,
390,279,,,0.42,,,,,,,,,,,
391,274,280.2444922059889,,,,,,,,,,,,,
392,266,278.31439989271746,,,,,,,,,,,,,
393,263,,,0.35,,,,,,,,,,,
394,247,,,-0.81,,,,,,,,,,,
395,240,280.24908719030117,,,,,,,,,,,,,
396,230,,,-0.56,,,,,,,,,,,
397,213,,,-0.11,,,,,,,,,,,
398,195,,,0.1,,,,,,,,,,,
399,179,,,0.55,,,,,,,,,,,
400,174,277.55589209790946,,,,,,,,,,,,,
401,162,,,-1.41,,,,,,,,,,,
402,153,278.0719954240161,,,,,,,,,,,,,
403,145,,,0.25,,,,,,,,,,,
404,136,278.1,,,,,,,,,,,,,
405,128,,,-1.04,,,,,,,,,,,
406,110,,,-0.99,,,,,,,,,,,
407,104,277.5,,,,,,,,,,,,,
408,93,,,0.35,,,,,,,,,,,
409,77,,,-1.06,,,,,,,,,,,
410,61,,,1.79,,,,,,,,,,,
411,56,277.4,,,,,,,,,,,,,
412,44,,,0.0,,,,,,,,,,,
413,30,277.9,,,,,,,,,,,,,
414,27,,,0.01,,,,,,,,,,,
415,11,,,-0.38,,,,,,,,,,,
416,1,276.7,,,,,,,,,,,,,
417,-6,,,0.18,,,,,,,,,,,
418,-23,,,-0.3,,,,,,,,,,,
419,-41,,,-0.73,,,,,,,,,,,
420,-49,278.0,,,,,,,,,,,,,
421,-58,,,-1.08,,,,,,,,,,,
422,-76,,,-0.02,,,,,,,,,,,
423,-94,,,-0.92,,,,,,,,,,,
424,-111,,,1.62,,,,,,,,,,,
425,-129,,,-0.7,,,,,,,,,,,
426,-143,276.9,,,,,,,,,,,,,
427,-146,,,-0.74,,,,,,,,,,,
428,-163,,,0.44,,,,,,,,,,,
429,-180,,,-0.64,,,,,,,,,,,
430,-198,,,-0.34,,,,,,,,,,,
431,-216,,,-1.02,,,,,,,,,,,
432,-234,,,-0.48,,,,,,,,,,,
433,-253,,,-0.46,,,,,,,,,,,
434,-270,,,,,,,,,,,,,,
435,-284,276.7,,,,,,,,,,,,,
436,-287,,,0.86,,,,,,,,,,,
437,-304,,,0.3,,,,,,,,,,,
438,-315,276.7,,,,,,,,,,,,,
439,-321,,,-0.35,,,,,,,,,,,
440,-339,,,0.17,,,,,,,,,,,
441,-357,,,-2.05,,,,,,,,,,,
442,-377,,,-1.41,,,,,,,,,,,
443,-397,,,-0.63,,,,,,,,,,,
444,-417,,,-0.83,,,,,,,,,,,
445,-436,,,-0.94,,,,,,,,,,,
446,-455,,,-1.97,,,,,,,,,,,
447,-464,277.6,,,,,,,,,,,,,
448,-474,,,-0.78,,,,,,,,,,,
449,-494,,,0.0,,,,,,,,,,,
450,-513,,,-0.65,,,,,,,,,,,
451,-531,,,-0.63,,,,,,,,,,,
452,-550,,,0.16,,,,,,,,,,,
453,-568,,,-0.45,,,,,,,,,,,
454,-576,277.9,,,,,,,,,,,,,
455,-586,,,0.92,,,,,,,,,,,
456,-603,,,-0.11,,,,,,,,,,,
457,-619,,668.0,,,,,,,,,,,,
458,-621,,,0.51,,,,,,,,,,,
459,-640,,,-0.77,,,,,,,,,,,
460,-658,,,0.37,,,,,,,,,,,
461,-675,,,0.85,,,,,,,,,,,
462,-678,273.9,,,,,,,,,,,,,
463,-692,,,0.09,,,,,,,,,,,
464,-710,,,-0.19,,,,,,,,,,,
465,-729,,,-0.56,,,,,,,,,,,
466,-747,,,-0.2,,,,,,,,,,,
467,-758,278.9,,,,,,,,,,,,,
468,-765,,,-0.88,,,,,,,,,,,
469,-783,,,1.29,,,,,,,,,,,
470,-801,,,0.89,,,,,,,,,,,
471,-818,,,0.81,,,,,,,,,,,
472,-835,,,0.91,,,,,,,,,,,
473,-851,275.3,,,,,,,,,,,,,
474,-852,,,0.01,,,,,,,,,,,
475,-869,,,1.32,,,,,,,,,,,
476,-886,,,1.12,,,,,,,,,,,
477,-902,,,1.12,,,,,,,,,,,
478,-920,,,0.04,,,,,,,,,,,
479,-939,,,-0.64,,,,,,,,,,,
480,-954,274.7,,,,,,,,,,,,,
481,-957,,,-1.0,,,,,,,,,,,
482,-975,,,0.57,,,,,,,,,,,
483,-993,,,0.29,,,,,,,,,,,
484,-998,276.3,,,,,,,,,,,,,
485,-1012,,,-0.34,,,,,,,,,,,
486,-1031,,,-0.91,,,,,,,,,,,
487,-1050,,,-0.01,,,,,,,,,,,
488,-1069,,,-0.51,,,,,,,,,,,
489,-1088,,,0.1,,,,,,,,,,,
490,-1106,274.6,,0.15,,,,,,,,,,,
491,-1125,,,-0.03,,,,,,,,,,,
492,-1143,,,0.63,,,,,,,,,,,
493,-1161,,,,,,,,,,,,,,
494,-1179,,,1.27,,,,,,,,,,,
495,-1197,,,-1.46,,,,,,,,,,,
496,-1216,,,-0.91,,,,,,,,,,,
497,-1236,,,-1.3,,,,,,,,,,,
498,-1257,,,0.62,,,,,,,,,,,
499,-1277,,,-0.82,,,,,,,,,,,
500,-1297,,,-1.76,,,,,,,,,,,
501,-1305,276.3,,,,,,,,,,,,,
502,-1318,,,0.47,,,,,,,,,,,
503,-1333,273.1,,,,,,,,,,,,,
504,-1337,,,-0.74,,,,,,,,,,,
505,-1357,,,-1.05,,,,,,,,,,,
506,-1376,,,0.7,,,,,,,,,,,
507,-1396,,,-0.71,,,,,,,,,,,
508,-1416,,,-1.44,,,,,,,,,,,
509,-1436,,,-0.01,,,,,,,,,,,
510,-1456,,,-0.28,,,,,,,,,,,
511,-1476,,,-0.44,,,,,,,,,,,
512,-1481,274.0,,,,,,,,,,,,,
513,-1496,,,-0.18,,,,,,,,,,,
514,-1515,,,-0.02,,,,,,,,,,,
515,-1534,,,0.46,,,,,,,,,,,
516,-1554,,,-1.04,,,,,,,,,,,
517,-1573,,,1.35,,,,,,,,,,,
518,-1575,,636.0,,,,,,,,,,,,
519,-1578,275.0,,,,,,,,,,,,,
520,-1591,,,0.15,,,,,,,,,,,
521,-1610,,,-0.29,,,,,,,,,,,
522,-1629,,,0.16,,,,,,,,,,,
523,-1649,,,-0.67,,,,,,,,,,,
524,-1668,,,0.92,,,,,,,,,,,
525,-1686,,,0.77,,,,,,,,,,,
526,-1694,273.4,,,,,,,,,,,,,
527,-1704,,,0.17,,,,,,,,,,,
528,-1723,,,0.62,,,,,,,,,,,
529,-1741,,,1.03,,,,,,,,,,,
530,-1743,273.0,,,,,,,,,,,,,
531,-1751,,595.0,,,,,,,,,,,,
532,-1759,,,-1.02,,,,,,,,,,,
533,-1778,,,1.36,,,,,,,,,,,
534,-1796,,,1.26,,,,,,,,,,,
535,-1814,,,-1.57,,,,,,,,,,,
536,-1833,,,1.07,,,,,,,,,,,
537,-1853,,,0.08,,,,,,,,,,,
538,-1856,271.5,,,,,,,,,,,,,
539,-1872,,,0.26,,,,,,,,,,,
540,-1892,,,-0.7,,,,,,,,,,,
541,-1906,275.4,,,,,,,,,,,,,
542,-1912,,,-0.92,,,,,,,,,,,
543,-1931,,,0.72,,,,,,,,,,,
544,-1951,,,-0.12,,,,,,,,,,,
545,-1970,,,-0.52,,,,,,,,,,,
546,-1990,,,-0.19,,,,,,,,,,,
547,-2011,,,-0.41,,,,,,,,,,,
548,-2018,274.9,,,,,,,,,,,,,
549,-2030,,,0.4,,,,,,,,,,,
550,-2050,,,-0.56,,,,,,,,,,,
551,-2070,,,-0.59,,,,,,,,,,,
552,-2088,,,0.78,,,,,,,,,,,
553,-2107,,,0.81,,,,,,,,,,,
554,-2127,,,-1.16,,,,,,,,,,,
555,-2146,,,0.89,,,,,,,,,,,
556,-2158,271.7,,,,,,,,,,,,,
557,-2165,,,0.82,,,,,,,,,,,
558,-2185,,,-0.59,,,,,,,,,,,
559,-2204,,,-0.42,,,,,,,,,,,
560,-2224,,,0.06,,,,,,,,,,,
561,-2243,,,0.5,,,,,,,,,,,
562,-2255,271.6,,,,,,,,,,,,,
563,-2263,,,-1.57,,,,,,,,,,,
564,-2282,,,0.67,,,,,,,,,,,
565,-2301,,,1.31,,,,,,,,,,,
566,-2320,,,-0.2,,,,,,,,,,,
567,-2325,272.8,,,,,,,,,,,,,
568,-2339,,,1.36,,,,,,,,,,,
569,-2357,,,-0.48,,,,,,,,,,,
570,-2377,,,-1.03,,,,,,,,,,,
571,-2392,271.5,,,,,,,,,,,,,
572,-2397,,,0.0,,,,,,,,,,,
573,-2418,,,0.29,,,,,,,,,,,
574,-2437,,,0.04,,,,,,,,,,,
575,-2457,,,-0.32,,,,,,,,,,,
576,-2476,,,-0.9,,,,,,,,,,,
577,-2496,,,0.35,,,,,,,,,,,
578,-2515,,,1.33,,,,,,,,,,,
579,-2534,,,-0.39,,,,,,,,,,,
580,-2544,271.1,,,,,,,,,,,,,
581,-2553,,,0.78,,,,,,,,,,,
582,-2572,,,-0.7,,,,,,,,,,,
583,-2592,,,-0.4,,,,,,,,,,,
584,-2613,,,-0.8,,,,,,,,,,,
585,-2633,,,0.01,,,,,,,,,,,
586,-2642,269.1,,,,,,,,,,,,,
587,-2652,,,0.16,,,,,,,,,,,
588,-2672,,,0.27,,,,,,,,,,,
589,-2692,,,-0.56,,,,,,,,,,,
590,-2697,269.8,,,,,,,,,,,,,
591,-2712,,,-0.01,,,,,,,,,,,
592,-2731,,,-0.16,,,,,,,,,,,
593,-2752,,,-0.38,,,,,,,,,,,
594,-2771,,,0.94,,,,,,,,,,,
595,-2791,,,-0.76,,,,,,,,,,,
596,-2811,,,-1.21,,,,,,,,,,,
597,-2823,271.5,,,,,,,,,,,,,
598,-2831,,,-0.28,,,,,,,,,,,
599,-2852,,,-0.37,,,,,,,,,,,
600,-2872,,,-1.16,,,,,,,,,,,
601,-2893,,,-0.32,,,,,,,,,,,
602,-2913,,,0.67,,,,,,,,,,,
603,-2933,,,0.25,,,,,,,,,,,
604,-2952,,,-0.16,,,,,,,,,,,
605,-2971,270.7,,-0.03,,,,,,,,,,,
606,-2990,,,0.37,,,,,,,,,,,
607,-3009,,,0.98,,,,,,,,,,,
608,-3028,,,-0.5,,,,,,,,,,,
609,-3031,269.3,,,,,,,,,,,,,
610,-3048,,,-0.66,,,,,,,,,,,
611,-3068,,,-0.32,,,,,,,,,,,
612,-3088,,,-0.29,,,,,,,,,,,
613,-3107,,,0.36,,,,,,,,,,,
614,-3128,,,-0.95,,,,,,,,,,,
615,-3136,268.6,,,,,,,,,,,,,
616,-3148,,,-0.24,,,,,,,,,,,
617,-3168,,,-0.13,,,,,,,,,,,
618,-3187,,,0.25,,,,,,,,,,,
619,-3207,,,0.56,,,,,,,,,,,
620,-3225,,,0.58,,,,,,,,,,,
621,-3244,,,0.26,,,,,,,,,,,
622,-3263,,,-0.47,,,,,,,,,,,
623,-3268,269.8,,,,,,,,,,,,,
624,-3283,,,-0.17,,,,,,,,,,,
625,-3304,,,-1.38,,,,,,,,,,,
626,-3324,,,-0.26,,,,,,,,,,,
627,-3343,,,0.69,,,,,,,,,,,
628,-3361,267.6,,,,,,,,,,,,,
629,-3363,,,-0.21,,,,,,,,,,,
630,-3382,,,0.68,,,,,,,,,,,
631,-3401,,,-0.26,,,,,,,,,,,
632,-3407,265.3,,,,,,,,,,,,,
633,-3420,,,0.03,,,,,,,,,,,
634,-3440,,,0.54,,,,,,,,,,,
635,-3459,,,-2.14,,,,,,,,,,,
636,-3481,,,-1.08,,,,,,,,,,,
637,-3503,,,-1.28,,,,,,,,,,,
638,-3525,,,-0.06,,,,,,,,,,,
639,-3546,,,-1.3,,,,,,,,,,,
640,-3567,,,-2.19,,,,,,,,,,,
641,-3583,265.2,,,,,,,,,,,,,
642,-3589,,,-0.82,,,,,,,,,,,
643,-3611,,,0.0,,,,,,,,,,,
644,-3630,,,1.23,,,,,,,,,,,
645,-3631,267.6,,,,,,,,,,,,,
646,-3648,,,-0.26,,,,,,,,,,,
647,-3668,,,0.1,,,,,,,,,,,
648,-3687,,,-0.75,,,,,,,,,,,
649,-3707,,,-0.1,,,,,,,,,,,
650,-3727,,,-0.24,,,,,,,,,,,
651,-3747,,,-0.97,,,,,,,,,,,
652,-3767,,,0.57,,,,,,,,,,,
653,-3787,,,-0.77,,,,,,,,,,,
654,-3807,265.9,,1.38,,,,,,,,,,,
655,-3825,,,-0.72,,,,,,,,,,,
656,-3844,,,0.91,,,,,,,,,,,
657,-3862,,,1.01,,,,,,,,,,,
658,-3881,,,-0.98,,,,,,,,,,,
659,-3900,,,0.29,,,,,,,,,,,
660,-3902,265.5,,,,,,,,,,,,,
661,-3914,,588.0,,,,,,,,,,,,
662,-3919,,,0.57,,,,,,,,,,,
663,-3937,,,0.32,,,,,,,,,,,
664,-3956,,,-0.54,,,,,,,,,,,
665,-3976,,,-0.89,,,,,,,,,,,
666,-3984,260.7,,,,,,,,,,,,,
667,-3997,,,-0.71,,,,,,,,,,,
668,-4018,,,-1.54,,,,,,,,,,,
669,-4039,,,-0.5,,,,,,,,,,,
670,-4049,266.7,,,,,,,,,,,,,
671,-4059,,,0.45,,,,,,,,,,,
672,-4078,,,-0.02,,,,,,,,,,,
673,-4098,,,-0.4,,,,,,,,,,,
674,-4117,,,-0.8,,,,,,,,,,,
675,-4137,,,0.06,,,,,,,,,,,
676,-4139,265.5,,,,,,,,,,,,,
677,-4157,,,0.49,,,,,,,,,,,
678,-4177,,,-1.52,,,,,,,,,,,
679,-4197,,,0.8,,,,,,,,,,,
680,-4216,,,-0.93,,,,,,,,,,,
681,-4236,,,-0.51,,,,,,,,,,,
682,-4247,,574.0,,,,,,,,,,,,
683,-4256,,,-0.71,,,,,,,,,,,
684,-4275,,,0.03,,,,,,,,,,,
685,-4295,,,-0.68,,,,,,,,,,,
686,-4316,,,-1.23,,,,,,,,,,,
687,-4336,,,0.27,,,,,,,,,,,
688,-4351,263.2,,,,,,,,,,,,,
689,-4357,,,-0.19,,,,,,,,,,,
690,-4376,,,-1.3,,,,,,,,,,,
691,-4387,262.7,,,,,,,,,,,,,
692,-4397,,,-1.55,,,,,,,,,,,
693,-4418,,,-0.38,,,,,,,,,,,
694,-4438,,,-1.37,,,,,,,,,,,
695,-4451,261.2,,,,,,,,,,,,,
696,-4460,,,-0.76,,,,,,,,,,,
697,-4481,,,-0.47,,,,,,,,,,,
698,-4500,,,0.79,,,,,,,,,,,
699,-4519,,,-0.14,,,,,,,,,,,
700,-4538,,,-1.78,,,,,,,,,,,
701,-4559,,,-1.34,,,,,,,,,,,
702,-4581,,,0.81,,,,,,,,,,,
703,-4601,,,-0.48,,,,,,,,,,,
704,-4620,,,-1.27,,,,,,,,,,,
705,-4622,261.1,,,,,,,,,,,,,
706,-4641,,,-0.71,,,,,,,,,,,
707,-4662,,,-2.27,,,,,,,,,,,
708,-4684,,,-0.22,,,,,,,,,,,
709,-4705,,,-1.5,,,,,,,,,,,
710,-4726,,,-2.0,,,,,,,,,,,
711,-4732,259.4,,,,,,,,,,,,,
712,-4746,,,0.6,,,,,,,,,,,
713,-4765,,,0.23,,,,,,,,,,,
714,-4785,,,-0.28,,,,,,,,,,,
715,-4805,,,-1.47,,,,,,,,,,,
716,-4819,262.1,,,,,,,,,,,,,
717,-4826,,,-1.31,,,,,,,,,,,
718,-4847,,,-1.2,,,,,,,,,,,
719,-4868,,,-1.07,,,,,,,,,,,
720,-4888,,,-0.59,,,,,,,,,,,
721,-4908,,,0.75,,,,,,,,,,,
722,-4927,,,-0.25,,,,,,,,,,,
723,-4930,262.9,,,,,,,,,,,,,
724,-4945,,,0.99,,,,,,,,,,,
725,-4964,,,-0.73,,,,,,,,,,,
726,-4984,,,-0.8,,,,,,,,,,,
727,-5004,,,-1.23,,,,,,,,,,,
728,-5020,258.1,,,,,,,,,,,,,
729,-5024,,,-0.49,,,,,,,,,,,
730,-5044,,,-0.29,,,,,,,,,,,
731,-5064,,,-1.44,,,,,,,,,,,
732,-5085,,,-0.94,,,,,,,,,,,
733,-5088,257.6,,,,,,,,,,,,,
734,-5106,,,-0.66,,,,,,,,,,,
735,-5127,,,-1.11,,,,,,,,,,,
736,-5147,,,-1.16,,,,,,,,,,,
737,-5168,,,-0.39,,,,,,,,,,,
738,-5189,,,-1.91,,,,,,,,,,,
739,-5210,,,-3.0,,,,,,,,,,,
740,-5234,,,-1.32,,,,,,,,,,,
741,-5238,262.3,,,,,,,,,,,,,
742,-5257,,,-0.93,,,,,,,,,,,
743,-5278,,,-1.82,,,,,,,,,,,
744,-5299,,,-1.56,,,,,,,,,,,
745,-5321,,,-1.43,,,,,,,,,,,
746,-5324,263.0,,,,,,,,,,,,,
747,-5342,,,-0.4,,,,,,,,,,,
748,-5362,,,0.88,,,,,,,,,,,
749,-5380,,,-0.81,,,,,,,,,,,
750,-5400,,,-2.1,,,,,,,,,,,
751,-5421,,,-1.04,,,,,,,,,,,
752,-5443,,,-1.84,,,,,,,,,,,
753,-5455,260.7,,,,,,,,,,,,,
754,-5465,,,-1.69,,,,,,,,,,,
755,-5487,,,-0.24,,,,,,,,,,,
756,-5508,,,-1.53,,,,,,,,,,,
757,-5528,,,-1.77,,,,,,,,,,,
758,-5546,,616.0,,,,,,,,,,,,
759,-5547,258.4,,,,,,,,,,,,,
760,-5549,,,-0.93,,,,,,,,,,,
761,-5569,,,0.03,,,,,,,,,,,
762,-5589,,,-0.93,,,,,,,,,,,
763,-5608,,,0.7,,,,,,,,,,,
764,-5627,,,-0.71,,,,,,,,,,,
765,-5646,,,0.83,,,,,,,,,,,
766,-5665,,,-1.14,,,,,,,,,,,
767,-5684,,,-1.71,,,,,,,,,,,
768,-5705,,,-0.82,,,,,,,,,,,
769,-5711,260.1,,,,,,,,,,,,,
770,-5726,,,-0.46,,,,,,,,,,,
771,-5745,,,0.43,,,,,,,,,,,
772,-5764,,,-1.88,,,,,,,,,,,
773,-5769,260.4,,,,,,,,,,,,,
774,-5784,,,-1.14,,,,,,,,,,,
775,-5804,,,0.79,,,,,,,,,,,
776,-5824,,,0.47,,,,,,,,,,,
777,-5843,,,-2.03,,,,,,,,,,,
778,-5863,,,-1.04,,,,,,,,,,,
779,-5884,,,-1.47,,,,,,,,,,,
780,-5905,,,-1.49,,,,,,,,,,,
781,-5910,259.7,,,,,,,,,,,,,
782,-5925,,,-0.34,,,,,,,,,,,
783,-5944,,,0.26,,,,,,,,,,,
784,-5964,,,-0.56,,,,,,,,,,,
785,-5976,259.2,,,,,,,,,,,,,
786,-5983,,,-1.06,,,,,,,,,,,
787,-6003,,,-1.24,,,,,,,,,,,
788,-6024,,,-1.41,,,,,,,,,,,
789,-6025,260.8,,,,,,,,,,,,,
790,-6045,,,-1.25,,,,,,,,,,,
791,-6067,,,-2.19,,,,,,,,,,,
792,-6088,,,-0.87,,,,,,,,,,,
793,-6111,,,-3.09,,,,,,,,,,,
794,-6133,,,-1.13,,,,,,,,,,,
795,-6155,,,-0.65,,,,,,,,,,,
796,-6166,259.6,,,,,,,,,,,,,
797,-6175,,,-1.4,,,,,,,,,,,
798,-6196,,,-2.04,,,,,,,,,,,
799,-6219,,,-2.54,,,,,,,,,,,
800,-6242,,,-2.25,,,,,,,,,,,
801,-6244,259.3,,,,,,,,,,,,,
802,-6264,,,-1.31,,,,,,,,,,,
803,-6286,,,-1.71,,,,,,,,,,,
804,-6306,,,-0.77,,,,,,,,,,,
805,-6327,,,-1.35,,,,,,,,,,,
806,-6348,,,-1.43,,,,,,,,,,,
807,-6369,,,-1.26,,,,,,,,,,,
808,-6390,,,-1.24,,,,,,,,,,,
809,-6401,258.3,,,,,,,,,,,,,
810,-6412,,,-2.4,,,,,,,,,,,
811,-6434,,,-1.69,,,,,,,,,,,
812,-6456,,,-1.89,,,,,,,,,,,
813,-6477,,,-1.4,,,,,,,,,,,
814,-6498,,,-0.74,,,,,,,,,,,
815,-6509,261.3,,,,,,,,,,,,,
816,-6519,,,-0.7,,,,,,,,,,,
817,-6539,,,-0.85,,,,,,,,,,,
818,-6559,,,-2.79,,,,,,,,,,,
819,-6579,,,-0.74,,,,,,,,,,,
820,-6596,260.7,,,,,,,,,,,,,
821,-6600,,,0.38,,,,,,,,,,,
822,-6620,,,-0.81,,,,,,,,,,,
823,-6640,,,-1.54,,,,,,,,,,,
824,-6659,,,0.02,,,,,,,,,,,
825,-6679,,,-1.22,,,,,,,,,,,
826,-6699,,,-1.13,,,,,,,,,,,
827,-6719,,,-0.7,,,,,,,,,,,
828,-6739,,,-1.6,,,,,,,,,,,
829,-6759,,,-1.55,,,,,,,,,,,
830,-6760,261.8,,,,,,,,,,,,,
831,-6780,,,-0.84,,,,,,,,,,,
832,-6801,,,-1.29,,,,,,,,,,,
833,-6820,,,-0.44,,,,,,,,,,,
834,-6831,259.0,,,,,,,,,,,,,
835,-6840,,,-2.0,,,,,,,,,,,
836,-6862,,,-1.62,,,,,,,,,,,
837,-6884,,,-0.93,,,,,,,,,,,
838,-6903,,,-0.19,,,,,,,,,,,
839,-6922,,,-0.9,,,,,,,,,,,
840,-6942,,,-0.86,,,,,,,,,,,
841,-6961,260.9,,-0.86,,,,,,,,,,,
842,-6981,,,-1.13,,,,,,,,,,,
843,-7000,,,0.05,,,,,,,,,,,
844,-7019,,,-0.1,,,,,,,,,,,
845,-7039,,,-1.49,,,,,,,,,,,
846,-7042,260.4,,,,,,,,,,,,,
847,-7058,,,-0.67,,,,,,,,,,,
848,-7078,,,-0.94,,,,,,,,,,,
849,-7097,,,-0.59,,,,,,,,,,,
850,-7110,259.3,,,,,,,,,,,,,
851,-7117,,,-1.09,,,,,,,,,,,
852,-7136,,,-0.49,,,,,,,,,,,
853,-7156,,,-0.49,,,,,,,,,,,
854,-7177,,,-2.56,,,,,,,,,,,
855,-7193,262.0,,,,,,,,,,,,,
856,-7198,,,-1.9,,,,,,,,,,,
857,-7218,,,-0.06,,,,,,,,,,,
858,-7238,,,-1.42,,,,,,,,,,,
859,-7245,,667.0,,,,,,,,,,,,
860,-7257,,,0.11,,,,,,,,,,,
861,-7275,,,0.54,,,,,,,,,,,
862,-7293,,,-0.51,,,,,,,,,,,
863,-7312,,,-0.99,,,,,,,,,,,
864,-7332,,,-1.57,,,,,,,,,,,
865,-7345,263.7,,,,,,,,,,,,,
866,-7351,,,-0.04,,,,,,,,,,,
867,-7370,,,-0.28,,,,,,,,,,,
868,-7389,,,-0.45,,,,,,,,,,,
869,-7408,,,-0.57,,,,,,,,,,,
870,-7411,263.8,,,,,,,,,,,,,
871,-7426,,,-0.14,,,,,,,,,,,
872,-7444,,,-0.33,,,,,,,,,,,
873,-7462,,,0.24,,,,,,,,,,,
874,-7480,,,,,,,,,,,,,,
875,-7486,265.2,,,,,,,,,,,,,
876,-7498,,,0.48,,,,,,,,,,,
877,-7515,,,-0.48,,,,,,,,,,,
878,-7534,,,-2.02,,,,,,,,,,,
879,-7554,,,-0.33,,,,,,,,,,,
880,-7568,260.6,,,,,,,,,,,,,
